ProductID,EntityId,LineofBusinessCode,AdhocFlag,SortOrder
"USTR153582","USTR299","USTR","N",1
"USTR153969","USTR200","USTR","N",1
"USTR155107","USTR292","USTR","N",1
"USTR156065","USTR298","USTR","N",1
"USTR157992","USTR238","USTR","N",1
"USTR160538","USTR300","USTR","N",1
"USTR163754","USTR257","USTR","N",1
"USTR164848","USTR236","USTR","N",1
"USTR165304","USTR276","USTR","N",1
"USTR165715","USTR233","USTR","N",1
"USTR167836","USTR213","USTR","N",1
"USTR168832","USTR315","USTR","N",1
"USTR169490","USTR314","USTR","N",1
"USTR170000","USTR283","USTR","N",1
"USTR170869","USTR186","USTR","N",1
"USTR173634","USTR181","USTR","N",1
"USTR175634","USTR243","USTR","N",1
"USTR175835","USTR232","USTR","N",1
"USTR175895","USTR286","USTR","N",1
"USTR176020","USTR208","USTR","N",1
"USTR177901","USTR230","USTR","N",1
"USTR179779","USTR308","USTR","N",1
"USTR180578","USTR306","USTR","N",1
"USTR183226","USTR178","USTR","N",1
"USTR184737","USTR312","USTR","N",1
"USTR185833","USTR193","USTR","N",1
"USTR186734","USTR250","USTR","N",1
"USTR187032","USTR307","USTR","N",1
"USTR187783","USTR293","USTR","N",1
"USTR189043","USTR209","USTR","N",1
"USTR193244","USTR182","USTR","N",1
"USTR194424","USTR219","USTR","N",1
"USTR194857","USTR269","USTR","N",1
"USTR194888","USTR183","USTR","N",1
"USTR196107","USTR265","USTR","N",1
"USTR196275","USTR180","USTR","N",1
"USTR196617","USTR258","USTR","N",1
"USTR197083","USTR217","USTR","N",1
"USTR197597","USTR234","USTR","N",1
"USTR199595","USTR235","USTR","N",1
