EntityId,EntityName,LineofBusinessCode,AdhocFlag,EntityType,RelationshipManager,ContactPhone,RegionLocale,Language,ShowConsolidatedHoldingsPage,ConsultantId,ConsultantName
"LOCPEN","Teamsters Union No. 142 Pension Trust Fund","USTR","N",,,,,,,"USTR37","ICS"
"LONZA","Employees Retirement Plan of Lonza LLC","USTR","N",,,,,,,"USTR4","Fiducient"
"LOWSAND","Lowenstein Sandler Employees Pension Plan","USTR","N",,,,,,,"USTR13","CapTrust (R)"
"LSAP","LIUNA Staff & Affiliates Pension Fund","USTR","N",,,,,,,"USTR39","Segal"
"LUZERNE","Luzerne County, PA Assets","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"MACON-A","Macon Fire and Police Employees Retirement System","USTR","N",,,,,,,"USTR15","AndCo"
"MACOPPS","Multi-Asset Credit Fund - Opportunistic","USTR","N",,,,,,,"USTR0","Other"
"MACWAG","Multi-Asset Credit Fund - Corporate Credit","USTR","N",,,,,,,"USTR0","Other"
"MAHER","Maher Terminals LLC Pension Trust","USTR","N",,,,,,,"USTR13","CapTrust (R)"
"MAN","MPP Retirement Plan for Hourly Employees","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"MARITZ","Maritz Inc. Retirement Plan","USTR","N",,,,,,,"USTR29","Wealthstone"
"MAZDA","Mazda North American Operations Pension Plan","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"MC-DBP","Mississippi College Defined Benefit Plan","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"MCLANE","McLane Middleton Professional Association Pension Plan","USTR","N",,,,,,,"USTR4","Fiducient"
"MERCY","Mercy Medical Center Retirement Plan","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"MGNITE","Morgan US Employees Retirement Plan Trust","USTR","N",,,,,,,"USTR13","CapTrust (R)"
"MIDHY","Middletown, CT Pension Fund - High Yield","USTR","N",,,,,,,"USTR27","GYL Financial Strategies"
"MIDTOWN","Middletown, CT Pension Fund - Investment Grade","USTR","N",,,,,,,"USTR27","GYL Financial Strategies"
"NAGEL","Kuehne + Nagel Pension Plan","USTR","N",,,,,,,"USTR4","Fiducient"
"NBDHOUR","Noble Drilling Services Inc. Retirement Trust Hourly","USTR","N",,,,,,,"USTR13","CapTrust (R)"
"NBDSAL","Noble Drilling Services Inc. Retirement Trust Salaried","USTR","N",,,,,,,"USTR13","CapTrust (R)"
"NECA","National Electrical Contractors Association Pension Plan","USTR","N",,,,,,,"USTR31","Merrill Lynch"
"NEEWBF","New England Electrical Workers Benefit Fund","USTR","N",,,,,,,"USTR12","UBS"
"NFLPA","National Football League Players Association","USTR","N",,,,,,,"USTR12","UBS"
"NORTH","Sanford Bemidji Medical Center","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"NUGGET","Nugget Markets, Inc.","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"NWSHEET","Northwest Sheet Metal Workers Pension Trust","USTR","N",,,,,,,"USTR32","Reliant"
"NYL-TIP","New York Life Insurance and Annuity Corporation","USTR","N",,,,,,,"USTR12","UBS"
"OEAMGMT","Ohio Education Association Management Defined Benefit Plan","USTR","N",,,,,,,"USTR13","CapTrust (R)"
"OEAUNION","Ohio Education Association Union Defined Benefit Plan","USTR","N",,,,,,,"USTR13","CapTrust (R)"
"ONEAL","ONeal Steel Consolidated Pension Plan","USTR","N",,,,,,,"USTR13","CapTrust (R)"
"OWENS","Owens Corning Defined Benefit Plan - Credit","USTR","N",,,,,,,"USTR43","Wilshire (L)"
"OWENSG","Owens Corning Defined Benefit Plan - Government","USTR","N",,,,,,,"USTR43","Wilshire (L)"
"OXBOW","Oxbow Calcining LLC Salaried Employees Retirement Plan","USTR","N",,,,,,,"USTR14","Lowery Asset Consulting"
"PA-TIP","Pennsylvania State Workers Insurance Fund","USTR","N",,,,,,,"USTR26","RBC (C)"
"PABSHORT","Painters District Council 35 Health Fund - Short Duration","USTR","N",,,,,,,"USTR36","Meketa"
"PAINTANN","Painters District Council 35 Annuity Fund - Core","USTR","N",,,,,,,"USTR36","Meketa"
"PAINTHB","Painters District Council 35 Health Fund - Core","USTR","N",,,,,,,"USTR36","Meketa"
"PAINTPEN","Painters District Council 35 Pension Fund - Core","USTR","N",,,,,,,"USTR36","Meketa"
"PAN","Patient Access Network Foundation, Inc.","USTR","N",,,,,,,"USTR12","UBS"
"PANSHORT","Painters District Council 35 Annuity Fund - Short Duration","USTR","N",,,,,,,"USTR36","Meketa"
"PAUSTIF","Pennsylvania Underground Storage Treasury Investment Fund","USTR","N",,,,,,,"USTR12","UBS"
"PAWCSF","Pennsylvania State Workers Compensation Security Fund","USTR","N",,,,,,,"USTR12","UBS"
"PILKHOUR","Pilkington N.A. Hourly Employees Pension Plan","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"PILKSAL","Pilkington N.A. Restated Salaried Retirement Plan","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"POWVEBA","Green Mountain Power VEBA Union Plan","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"PSOLVE","River and Mercantile Fund","USTR","N",,,,,,,"USTR23","River and Mercantile"
"PUHY","PAUSTIF High Yield","USTR","N",,,,,,,"USTR12","UBS"
"PWHY","PAWCSF High Yield","USTR","N",,,,,,,"USTR12","UBS"
"RLHY","RL High Yield Fund","USTR","N",,,,,,,"USTR34","Sun Life"
"ROGDBP","Rogers Corp Defined Benefit Plan","USTR","N",,,,,,,"USTR0","Other"
"ROGEBP","Rogers Corporation Employee Pension Plan","USTR","N",,,,,,,"USTR13","CapTrust (R)"
"SANOPPS","Sanford Health - Opportunistic","USTR","N",,,,,,,"USTR0","Other"
"SCFMS","CBIS - St. Columbans Foreign Mission Society","USTR","N",,,,,,,"USTR0","Other"
"SDCERA","San Diego County Employees Retirement Association - Core","USTR","N",,,,,,,"USTR10","Aon Hewitt"
"SDOPPS","San Diego County Employees Retirement Association - Opportunistic","USTR","N",,,,,,,"USTR0","Other"
"SHAGG","Sibley Memorial Hospital Core Account","USTR","N",,,,,,,"USTR15","AndCo"
"SHARP","Sharp Electronics Corporation Pension Plan","USTR","N",,,,,,,"USTR13","CapTrust (R)"
"SHF","Sibley Hospital Foundation","USTR","N",,,,,,,"USTR0","Other"
"SHMDS","Sibley Memorial Hospital Short Term Account","USTR","N",,,,,,,"USTR15","AndCo"
"SHOPMENS","National Shopmens' Pension Fund","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"SIBLEY","Sibley Memorial Hospital Pension Trust Fund","USTR","N",,,,,,,"USTR15","AndCo"
"SIFMA","SIFMA","USTR","N",,,,,,,"USTR0","Other"
"SIGBURG","SI Group Orangeburg","USTR","N",,,,,,,"USTR13","CapTrust (R)"
"SILICA","U.S. Silica Retirement Plan","USTR","N",,,,,,,"USTR4","Fiducient"
"SIT-TIPS","Utah School & Institutional Trust Funds Office - TIPS","USTR","N",,,,,,,"USTR0","Other"
"SITFO","Utah School & Institutional Trust Funds Office - STRIPS","USTR","N",,,,,,,"USTR2","FEG"
"SJMEDPEN","St. Josephs Hospital Medical Center Pension Plan Short Duration","USTR","N",,,,,,,"USTR0","Other"
"SLAGGDRP","Sun Life Aggregate DRP (90%)","USTR","N",,,,,,,"USTR34","Sun Life"
"SLCLC","SLC Long Credit CIT","USTR","N",,,,,,,"USTR0","Other"
"SLGI","Sun Life U.S. Core Fixed Income Fund","USTR","N",,,,,,,"USTR34","Sun Life"
"SLGIPLUS","Sun Life U.S. Core Plus Fixed Income Fund","USTR","N",,,,,,,"USTR0","Other"
"SLTSYDRP","Sun Life Treasury 1-3 Year DRP (10%)","USTR","N",,,,,,,"USTR34","Sun Life"
"SLUKE","Pension Plan for Employees of St. Lukes Hospital of Duluth","USTR","N",,,,,,,"USTR13","CapTrust (R)"
"SM-A","Cooperative de Seguros Multiples Pension Plan","USTR","N",,,,,,,"USTR12","UBS"
"SONSHORT","Painters District Council 35 Pension Fund - Short Duration","USTR","N",,,,,,,"USTR36","Meketa"
"SPU","St. Peter’s University Retirement Plan","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"STAMFORD","City of Stamford Certified Employees Retirement Fund","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"STJCAP","SJHS Insurance Limited (Captive)","USTR","N",,,,,,,"USTR12","UBS"
"STJOSEPH","St. Josephs Hospital Medical Center Pension Plan","USTR","N",,,,,,,"USTR12","UBS"
"SUNLIFE","Sun Life Pension - Public Fixed Income","USTR","N",,,,,,,"USTR34","Sun Life"
"SVDT","CBIS - SVD TECHNY","USTR","N",,,,,,,"USTR0","Other"
"TIFT","Tift Regional Medical Center","USTR","N",,,,,,,"USTR12","UBS"
"TLOC-A","Teamsters Local 641 Pension Plan","USTR","N",,,,,,,"USTR0","Other"
"TRAVEL","Travelport, LP","USTR","N",,,,,,,"USTR45","Clearstead"
"TUNANN","Local 147 Tunnel Workers Annuity Fund","USTR","N",,,,,,,"USTR37","ICS"
"TUNRET","Local 147 Tunnel Workers Retirement Fund","USTR","N",,,,,,,"USTR37","ICS"
"TURKS","Turks and Caicos Islands National Insurance Board","USTR","N",,,,,,,"USTR12","UBS"
"UAMPEN","Universidad Ana G. Mendez Pension Plan","USTR","N",,,,,,,"USTR0","Other"
"UFCW-A","UFCW Tri-State Pension Fund","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"UMASS","UMass Memorial Master Pension Trust","USTR","N",,,,,,,"USTR6","NEPC"
"UNM-A","University of New Mexico - General Operating Fund","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"UNM-H","University of New Mexico - Hospital","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"USAVBA","Union Savings Bank Retirement Plan","USTR","N",,,,,,,"USTR4","Fiducient"
"UVCHAMP","UVM - Champlain Valley Physicians Hospital Medical Center Employees Defined Benefit Plan","USTR","N",,,,,,,"USTR4","Fiducient"
"UVMED","UVM - University of Vermont Medical Center","USTR","N",,,,,,,"USTR4","Fiducient"
"UWAY","United Way of Dayton","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"VMC","UVM - Central Vermont Medical Center Employees Pension Plan","USTR","N",,,,,,,"USTR4","Fiducient"
"WASH","Washington Hospital Pension Plan","USTR","N",,,,,,,"USTR45","Clearstead"
"WAYNE","Pension Plan of Wayne Memorial Hospital, Inc.","USTR","N",,,,,,,"USTR13","CapTrust (R)"
"WILLIAMS","White and Williams LLP Pension Plan","USTR","N",,,,,,,"USTR12","UBS"
"WORTH","Gerstenslager Company Bargaining Unit Employees Pension Plan","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"WPP-A","Wheaton Police Pension","USTR","N",,,,,,,"USTR17","Morgan Stanley"
"XCEL","Xcel Energy Inc. Pension Trust","USTR","N",,,,,,,"USTR8","Goldman Sachs"
