EntityId,EntityName,LineofBusinessCode,AdhocFlag,EntityType,RelationshipManager,ContactPhone,RegionLocale,Language,ShowConsolidatedHoldingsPage,ConsultantId,ConsultantName
"IOOF","Ironworkers - Outside Organization Fund","USTR","N",,,,,,,"RBC","RBC (C)"
"IRONDC","Northwest Ironworkers Retirement Trust","USTR","N",,,,,,,"VERUS","Verus"
"IRONHS","Northwest Ironworkers Health & Security Fund","USTR","N",,,,,,,"VERUS","Verus"
"IRONNW","Northwest Ironworkers Annuity Trust Fund","USTR","N",,,,,,,"VERUS","Verus"
"ISONEW","ISO New England Defined Benefit Plan","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"JKNOX","John Knox Village of Tampa Bay","USTR","N",,,,,,,"USTR0","Other"
"KEYHOUR","Keystone Powdered Company Hourly Employees Pension Plan","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"KEYSAL","Keystone Powdered Company Salaried Employees Pension Plan","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"KINKAID","Kinkaid School","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"KNOBU","Knoll Pension Plan for Bargaining Unit Employees","USTR","N",,,,,,,"USTR0","Other"
"KNOLL","Knoll Pension Plan (Non-Union)","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"KUEA","Kansas University Endowment Association","USTR","N",,,,,,,"CAMBRGE","Cambridge"
"LASALLE","LaSalle Bristol Hourly and Salaried Pension Plan","USTR","N",,,,,,,"RAYMOND","Raymond James"
"LAWPEN","Lawyers Mutual Insurance Company Pension Plan","USTR","N",,,,,,,"USTR0","Other"
"LAWSERP","Lawyers Mutual Insurance Company SERP","USTR","N",,,,,,,"USTR0","Other"
"LEAR","Lear Corporation Employee Benefits Committee","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"LIND","LIUNA National Industrial Pension Fund","USTR","N",,,,,,,"SEGAL","Segal"
"LOCAL142","Teamsters Union No. 142 Health & Welfare Trust Fund","USTR","N",,,,,,,"ICS","ICS"
"LOCPEN","Teamsters Union No. 142 Pension Trust Fund","USTR","N",,,,,,,"ICS","ICS"
"LONZA","Employees Retirement Plan of Lonza LLC","USTR","N",,,,,,,"FIDU","Fiducient"
"LOWSAND","Lowenstein Sandler Employees Pension Plan","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"LSAP","LIUNA Staff & Affiliates Pension Fund","USTR","N",,,,,,,"SEGAL","Segal"
"LUZERNE","Luzerne County, PA Assets","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"MACON-A","Macon Fire and Police Employees Retirement System","USTR","N",,,,,,,"ANDCO","AndCo"
"MACOPPS","Multi-Asset Credit Fund - Opportunistic","USTR","N",,,,,,,"USTR0","Other"
"MACWAG","Multi-Asset Credit Fund - Corporate Credit","USTR","N",,,,,,,"USTR0","Other"
"MAHER","Maher Terminals LLC Pension Trust","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"MAN","MPP Retirement Plan for Hourly Employees","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"MARITZ","Maritz Inc. Retirement Plan","USTR","N",,,,,,,"WEALTHST","Wealthstone"
"MAZDA","Mazda North American Operations Pension Plan","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"MC-DBP","Mississippi College Defined Benefit Plan","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"MCLANE","McLane Middleton Professional Association Pension Plan","USTR","N",,,,,,,"FIDU","Fiducient"
"MERCY","Mercy Medical Center Retirement Plan","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"MGNITE","Morgan US Employees Retirement Plan Trust","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"MIDHY","Middletown, CT Pension Fund - High Yield","USTR","N",,,,,,,"GYL","GYL Financial Strategies"
"MIDTOWN","Middletown, CT Pension Fund - Investment Grade","USTR","N",,,,,,,"GYL","GYL Financial Strategies"
"NAGEL","Kuehne + Nagel Pension Plan","USTR","N",,,,,,,"FIDU","Fiducient"
"NBDHOUR","Noble Drilling Services Inc. Retirement Trust Hourly","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"NBDSAL","Noble Drilling Services Inc. Retirement Trust Salaried","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"NECA","National Electrical Contractors Association Pension Plan","USTR","N",,,,,,,"MERRILL","Merrill Lynch"
"NEEWBF","New England Electrical Workers Benefit Fund","USTR","N",,,,,,,"UBS","UBS"
"NFLPA","National Football League Players Association","USTR","N",,,,,,,"UBS","UBS"
"NORTH","Sanford Bemidji Medical Center","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"NUGGET","Nugget Markets, Inc.","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"NWSHEET","Northwest Sheet Metal Workers Pension Trust","USTR","N",,,,,,,"RELIANT","Reliant"
"NYL-TIP","New York Life Insurance and Annuity Corporation","USTR","N",,,,,,,"UBS","UBS"
"OEAMGMT","Ohio Education Association Management Defined Benefit Plan","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"OEAUNION","Ohio Education Association Union Defined Benefit Plan","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"ONEAL","ONeal Steel Consolidated Pension Plan","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"OWENS","Owens Corning Defined Benefit Plan - Credit","USTR","N",,,,,,,"USTR0","Wilshire (L)"
"OWENSG","Owens Corning Defined Benefit Plan - Government","USTR","N",,,,,,,"USTR0","Wilshire (L)"
"OXBOW","Oxbow Calcining LLC Salaried Employees Retirement Plan","USTR","N",,,,,,,"LOWERY","Lowery Asset Consulting"
"PA-TIP","Pennsylvania State Workers Insurance Fund","USTR","N",,,,,,,"RBC","RBC (C)"
"PABSHORT","Painters District Council 35 Health Fund - Short Duration","USTR","N",,,,,,,"MEKETA","Meketa"
"PAINTANN","Painters District Council 35 Annuity Fund - Core","USTR","N",,,,,,,"MEKETA","Meketa"
"PAINTHB","Painters District Council 35 Health Fund - Core","USTR","N",,,,,,,"MEKETA","Meketa"
"PAINTPEN","Painters District Council 35 Pension Fund - Core","USTR","N",,,,,,,"MEKETA","Meketa"
"PAN","Patient Access Network Foundation, Inc.","USTR","N",,,,,,,"UBS","UBS"
"PANSHORT","Painters District Council 35 Annuity Fund - Short Duration","USTR","N",,,,,,,"MEKETA","Meketa"
"PAUSTIF","Pennsylvania Underground Storage Treasury Investment Fund","USTR","N",,,,,,,"UBS","UBS"
"PAWCSF","Pennsylvania State Workers Compensation Security Fund","USTR","N",,,,,,,"UBS","UBS"
"PILKHOUR","Pilkington N.A. Hourly Employees Pension Plan","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"PILKSAL","Pilkington N.A. Restated Salaried Retirement Plan","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"POWVEBA","Green Mountain Power VEBA Union Plan","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"PSOLVE","River and Mercantile Fund","USTR","N",,,,,,,"RIVMERC","River and Mercantile"
"PUHY","PAUSTIF High Yield","USTR","N",,,,,,,"UBS","UBS"
"PWHY","PAWCSF High Yield","USTR","N",,,,,,,"UBS","UBS"
"RLHY","RL High Yield Fund","USTR","N",,,,,,,"SUNLIFE","Sun Life"
"ROGDBP","Rogers Corp Defined Benefit Plan","USTR","N",,,,,,,"USTR0","Other"
"ROGEBP","Rogers Corporation Employee Pension Plan","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"SANOPPS","Sanford Health - Opportunistic","USTR","N",,,,,,,"USTR0","Other"
"SCFMS","CBIS - St. Columbans Foreign Mission Society","USTR","N",,,,,,,"USTR0","Other"
"SDCERA","San Diego County Employees Retirement Association - Core","USTR","N",,,,,,,"AON","Aon Hewitt"
"SDOPPS","San Diego County Employees Retirement Association - Opportunistic","USTR","N",,,,,,,"USTR0","Other"
"SHAGG","Sibley Memorial Hospital Core Account","USTR","N",,,,,,,"ANDCO","AndCo"
"SHARP","Sharp Electronics Corporation Pension Plan","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"SHF","Sibley Hospital Foundation","USTR","N",,,,,,,"USTR0","Other"
"SHMDS","Sibley Memorial Hospital Short Term Account","USTR","N",,,,,,,"ANDCO","AndCo"
"SHOPMENS","National Shopmens' Pension Fund","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"SIBLEY","Sibley Memorial Hospital Pension Trust Fund","USTR","N",,,,,,,"ANDCO","AndCo"
"SIFMA","SIFMA","USTR","N",,,,,,,"USTR0","Other"
"SIGBURG","SI Group Orangeburg","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"SILICA","U.S. Silica Retirement Plan","USTR","N",,,,,,,"FIDU","Fiducient"
"SIT-TIPS","Utah School & Institutional Trust Funds Office - TIPS","USTR","N",,,,,,,"USTR0","Other"
"SITFO","Utah School & Institutional Trust Funds Office - STRIPS","USTR","N",,,,,,,"FEG","FEG"
"SJMEDPEN","St. Josephs Hospital Medical Center Pension Plan Short Duration","USTR","N",,,,,,,"USTR0","Other"
"SLAGGDRP","Sun Life Aggregate DRP (90%)","USTR","N",,,,,,,"SUNLIFE","Sun Life"
"SLCLC","SLC Long Credit CIT","USTR","N",,,,,,,"USTR0","Other"
"SLGI","Sun Life U.S. Core Fixed Income Fund","USTR","N",,,,,,,"SUNLIFE","Sun Life"
"SLGIPLUS","Sun Life U.S. Core Plus Fixed Income Fund","USTR","N",,,,,,,"USTR0","Other"
"SLTSYDRP","Sun Life Treasury 1-3 Year DRP (10%)","USTR","N",,,,,,,"SUNLIFE","Sun Life"
"SLUKE","Pension Plan for Employees of St. Lukes Hospital of Duluth","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"SM-A","Cooperative de Seguros Multiples Pension Plan","USTR","N",,,,,,,"UBS","UBS"
"SONSHORT","Painters District Council 35 Pension Fund - Short Duration","USTR","N",,,,,,,"MEKETA","Meketa"
"SPU","St. Peterÿs University Retirement Plan","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"STAMFORD","City of Stamford Certified Employees Retirement Fund","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"STJCAP","SJHS Insurance Limited (Captive)","USTR","N",,,,,,,"UBS","UBS"
"STJOSEPH","St. Josephs Hospital Medical Center Pension Plan","USTR","N",,,,,,,"UBS","UBS"
"SUNLIFE","Sun Life Pension - Public Fixed Income","USTR","N",,,,,,,"SUNLIFE","Sun Life"
"SVDT","CBIS - SVD TECHNY","USTR","N",,,,,,,"USTR0","Other"
"TIFT","Tift Regional Medical Center","USTR","N",,,,,,,"UBS","UBS"
"TLOC-A","Teamsters Local 641 Pension Plan","USTR","N",,,,,,,"USTR0","Other"
"TRAVEL","Travelport, LP","USTR","N",,,,,,,"CLEARSTD","Clearstead"
"TUNANN","Local 147 Tunnel Workers Annuity Fund","USTR","N",,,,,,,"ICS","ICS"
"TUNRET","Local 147 Tunnel Workers Retirement Fund","USTR","N",,,,,,,"ICS","ICS"
"TURKS","Turks and Caicos Islands National Insurance Board","USTR","N",,,,,,,"UBS","UBS"
"UAMPEN","Universidad Ana G. Mendez Pension Plan","USTR","N",,,,,,,"USTR0","Other"
"UFCW-A","UFCW Tri-State Pension Fund","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"UMASS","UMass Memorial Master Pension Trust","USTR","N",,,,,,,"NEPC","NEPC"
"UNM-A","University of New Mexico - General Operating Fund","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"UNM-H","University of New Mexico - Hospital","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"USAVBA","Union Savings Bank Retirement Plan","USTR","N",,,,,,,"FIDU","Fiducient"
"UVCHAMP","UVM - Champlain Valley Physicians Hospital Medical Center Employees Defined Benefit Plan","USTR","N",,,,,,,"FIDU","Fiducient"
"UVMED","UVM - University of Vermont Medical Center","USTR","N",,,,,,,"FIDU","Fiducient"
"UWAY","United Way of Dayton","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"VMC","UVM - Central Vermont Medical Center Employees Pension Plan","USTR","N",,,,,,,"FIDU","Fiducient"
"WASH","Washington Hospital Pension Plan","USTR","N",,,,,,,"CLEARSTD","Clearstead"
"WAYNE","Pension Plan of Wayne Memorial Hospital, Inc.","USTR","N",,,,,,,"CAPTRUST","CapTrust (R)"
"WILLIAMS","White and Williams LLP Pension Plan","USTR","N",,,,,,,"UBS","UBS"
"WORTH","Gerstenslager Company Bargaining Unit Employees Pension Plan","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"WPP-A","Wheaton Police Pension","USTR","N",,,,,,,"MORGAN","Morgan Stanley"
"XCEL","Xcel Energy Inc. Pension Trust","USTR","N",,,,,,,"GOLDMAN","Goldman Sachs"
